Unnamed: 0,follower_count,friend_count,geo,location,name,place,retweet_count,screen_name,source,status_id,status_text,time_zone,tmstamp,pricing,free,promo,service,fast,slow,movie_game,texting
38,149,274,,Central West Virgnia,Patricia Workman,,10,WvRhyter,,592116519624019969,"RT @jstines3: Obama renders CONSTITUTION VOID by illegal &amp; rogue Executive Orders!
 
#PJNET #RedMeat #MakeItRight #NoAmnesty 
http://t.co/0…",Eastern Time (US & Canada),Sun Apr 26 00:02:33 +0000 2015,0,0,0,0,0,0,0,0
39,70,254,,Behind you all along!,Adam Hall,,0,adamchhall,,592116519124897792,"@OfQuartz1 @MichaelEDyson @CornelWest Charisma isn't enough.Obama had it, a crisis in 2008, etc. &amp; he wasn't able to do everything he wanted",Pacific Time (US & Canada),Sun Apr 26 00:02:33 +0000 2015,0,0,0,0,0,0,0,0
40,4583,4995,,"bronx, new tork",The Celtic Critic,,0,timodonnell14,,592116516155314176,Biden: ‘No President Has Ever Done More to Support Israel’s Security than Obama’ –  http://t.co/Lw1uhKx0Fi,,Sun Apr 26 00:02:33 +0000 2015,0,0,0,0,0,0,0,0
41,704,981,,Central Florida,Mark Fisher,,20,Gatortrapper,,592116515434016770,"RT @petefrt: Dems Privately Call Obama Detached, Flat Footed, Incompetent http://t.co/NwruVp4rGn  #tcot #teaparty #pjnet #p2 http://t.co/IF…",Eastern Time (US & Canada),Sun Apr 26 00:02:32 +0000 2015,0,0,0,0,0,0,0,0
42,793,96,,,Glauco Maggi,,0,glaucomaggi,,592116514154803202,"Glauco Maggi @glaucomaggi su LIBEROquotidiano.it
Obama sposa il libero scambio -e il GOP - e mette nei guai la... http://t.co/dbK83Np11T",,Sun Apr 26 00:02:32 +0000 2015,0,0,0,0,0,0,0,0
43,56,159,,on the soccer field,Alberto Najera,,0,Obama_The_Kid,,592116513638715392,i hate my job ._. my coworkers never do what they need to before me r.r need a new job,Mountain Time (US & Canada),Sun Apr 26 00:02:32 +0000 2015,0,0,0,0,0,0,0,0
44,12394,9715,,,Angel,,0,Angelemichelle,,592116513089265664,Report: Russian Hackers Accessed Obama's Emails http://t.co/r0YTuPc9ss #ccot #tcot,Arizona,Sun Apr 26 00:02:32 +0000 2015,0,0,0,0,0,0,0,0
45,346,2001,,"Houston,Tx",LIZA ELIZABETH,,0,LizaElizabethtx,,592116509549457409,Pelosi criticizes Obama-backed trade bill http://t.co/1XJZHkKNl9,Eastern Time (US & Canada),Sun Apr 26 00:02:31 +0000 2015,0,0,0,0,0,0,0,0
46,828,288,,,mar almighty,,0,laughlrh,,592116508324663296,don't wanna be Obama self,Central Time (US & Canada),Sun Apr 26 00:02:31 +0000 2015,0,0,0,0,0,0,0,0
47,5749,4971,,,ara,,25,HORANCABELL0,,592116507909312512,RT @cabellotag: quiero dedicarle este rdma a mi mamá y a las chicas que son la razon por la que lo tenga hoy y quiero agradecerle a dios y …,Mexico City,Sun Apr 26 00:02:31 +0000 2015,0,0,0,0,0,0,0,0
48,279,454,,Paso de los Toros,Stay Strong (:,,128,SraDeLautner,,592116507691352065,"RT @FrancoGimenezTW: Tener 4 pruebas el mismo día y un dia antes tener un colapso mental tipo ""La capital de Arg es VERBO, Obama rey de Cub…",Santiago,Sun Apr 26 00:02:31 +0000 2015,0,0,0,0,0,0,0,0
49,178390,177447,,,♚ ᘇฺᓗl ͻ̇ᓗ̣,,346,brb__7,,592116507414396928,"RT @FAISAL__KSA1: ﻟﻴﺲ ﻋﻠﻴﻚ ﺍﻥ ﺗﻜﻮﻥ ﻋﻈﻴﻤﺎ ﻟﺘﺒﺪﺃ ، ﻭﻟﻜﻦ ﻋﻠﻴﻚ 
ﺍﻥ ﺗﺒﺪﺃ ﻛﻲ ﺗﻜﻮﻥ ﻋﻈﻴﻤﺎ ..!
Barak Obama in the past http://t.co/Vo7azaKu6y",Kyiv,Sun Apr 26 00:02:31 +0000 2015,0,0,0,0,0,0,0,0
50,464,399,,,cfiman,,1,Cfiman1Cfiman,,592116505636024321,RT @JWV52: Report: Russian Hackers Accessed Obama's Emails http://t.co/LwbxbIPUEU via @BreitbartNews,Eastern Time (US & Canada),Sun Apr 26 00:02:30 +0000 2015,0,0,0,0,0,0,0,0
51,5213,4727,,Siempre Te Amaré Hugo!,#ChávezEsHumanidad,,1,EmilyKrogger,,592116505598402560,"RT @100cienCHAVISTA: FOTOS QUE HABLAN
F1.@NicolasMaduro:""Mira Obama lo que te entrò en PANAMÀ es de este TAMAÑO
F2 @MrObama:""ÑO ME JODÌ"" ht…",Caracas,Sun Apr 26 00:02:30 +0000 2015,0,0,0,0,0,0,0,0
52,790,807,,Ohio,boo42,,0,boo42OH,,592116504520499200,"New research frm Duke U. found that current climate models might be overestimated expected warming.OBAMA on WRONG side of this, too!#tcot",Eastern Time (US & Canada),Sun Apr 26 00:02:30 +0000 2015,0,0,0,0,0,0,0,0
53,1490,809,"{u'type': u'Point', u'coordinates': [47.31919463, 5.00657474]}",Instagram ➡️,ÇA FLINGUE!!! ®,"{u'full_name': u'Dijon, Bourgogne', u'url': u'https://api.twitter.com/1.1/geo/id/7c3bafe4c4783291.json', u'country': u'France', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[4.9624688, 47.2862364], [5.102104, 47.2862364], [5.102104, 47.3775861], [4.9624688, 47.3775861]]]}, u'contained_within': [], u'country_code': u'FR', u'attributes': {}, u'id': u'7c3bafe4c4783291', u'name': u'Dijon'}",0,MESKO_POGBA,,592116504075890688,J'mate le cul d'ta racli comme Obama,Amsterdam,Sun Apr 26 00:02:30 +0000 2015,0,0,0,0,0,0,0,0
54,1291,1937,,,#nick,,0,Morgeson2Song,,592116502796570624,The Real News: Obama’s New Middle East is an Arab nightmare http://t.co/cBdWD8Vb5D,,Sun Apr 26 00:02:29 +0000 2015,0,0,0,0,0,0,0,0
55,394,798,,,ShⒶne ✌,,8,Quinnyyy72,,592116499244023809,RT @lajouetreine: Here Is Obama's Ukraine Nazis Crucifying And Burning People! #ccot #PJNET #WakeUpAmerica http://t.co/Gg0tYGEkLC http://t.…,Eastern Time (US & Canada),Sun Apr 26 00:02:29 +0000 2015,0,0,0,0,0,0,0,0
56,233,166,,Florida,Roslyn Ore,,9,RoslynOre,,592116499046891520,"RT @OreBobby: Russian Hackers Read Obama’s Unclassified Emails, Officials Say: The hackers dido not appear to have penetrate... http://t.co…",Atlantic Time (Canada),Sun Apr 26 00:02:29 +0000 2015,0,0,0,0,0,0,0,0
57,223,305,,East Egg ,LoveStoned Antoinett,,10,August41942,,592116498786852864,"RT @Russian_Starr: Obama seems incapable of critiquing racism without admonishing black people with typical calls for ""personal responsibly…",Quito,Sun Apr 26 00:02:28 +0000 2015,0,0,0,0,0,0,0,0
58,1109,1933,,,モリシタ　シロウ,,0,scsmorishita,,592116497570365440,"First Lady Michelle Obama meets with Emine Erdoğan, wife of the Prime Minister ... http://t.co/hf04Ft4JT1 @MichelleNewsさんから",,Sun Apr 26 00:02:28 +0000 2015,0,0,0,0,0,0,0,0
59,357,102,,"portsmouth ,Rhode Island",george corey,,7,georgecorey4,,592116491102846976,RT @BlossomMajority: @GenGSPatton -  PHOTO: The Disturbing Picture Of Obama’s Kenyan Grandma He Does NOT Want You To See http://t.co/8FIwZc…,,Sun Apr 26 00:02:27 +0000 2015,0,0,0,0,0,0,0,0
60,2861,3008,,All over the world!,Explosive News,,0,newspalmique,,592116489207062528,via #endgadget Russian hackers scooped up the President's unclassified email http://t.co/6QXpBAGfne,Bucharest,Sun Apr 26 00:02:26 +0000 2015,0,0,0,0,0,0,0,0
61,597,1124,,Los Angeles,Lucia Reyes,,0,LuciaReyesLA,,592116487114125312,A New Take On Avocado Toast - Refinery29 is participating in First Lady Michelle Obama's #GimmeFive challenge. To ... http://t.co/mgTK6e4BMR,,Sun Apr 26 00:02:26 +0000 2015,0,0,0,0,0,0,0,0
62,2553,54,,Seoul,All Trends IT,,0,All_Trends_IT,,592116485612515328,"Russian Hackers Read Obama’s Unclassified Emails, Hacked White House Computer Networks http://t.co/TfOAN711X8 via Rahul Srinivas",Hawaii,Sun Apr 26 00:02:25 +0000 2015,0,0,0,0,0,0,0,0
63,1765,1961,,Between Agnostic and Atheist,CA,,34,Criticalanglez,,592116477651619841,"RT @CNNPolitics: If you've crossed Obama in the last year, you might want to stay home tonight #WHCD http://t.co/359ji1zY6g http://t.co/0QF…",,Sun Apr 26 00:02:23 +0000 2015,0,0,0,0,0,0,0,0
64,1553,2000,,"Hawthorne, NY",Frank Morganthaler,,39,GiveMeLibertyUS,,592116474979815425,"RT @PJStrikeForce: Could Be In A History Book One Day: 
""The Obama Way Of Life"" http://t.co/S2dOrBd6d4",,Sun Apr 26 00:02:23 +0000 2015,0,0,0,0,0,0,0,0
65,11,37,,"Henderson, NV",Vikezilla,,0,Vikezilla,,592116474078072832,@badsandwich Obama's America,,Sun Apr 26 00:02:23 +0000 2015,0,0,0,0,0,0,0,0
66,3771,1816,,San Francisco,meta,,1,metaquest,,592116470772989952,"RT @AlisaJass: @metaquest and all we'll hear from the assholes in the media &amp; the assholes on the left is ""why hasn't Obama closed Gitmo""",Pacific Time (US & Canada),Sun Apr 26 00:02:22 +0000 2015,0,0,0,0,0,0,0,0
67,164,141,,,Mrs_Coder,,18,Mrs_Coder,,592116468596211712,RT @thehill: Russian hackers reportedly obtained Obama's emails: http://t.co/Wt2C7xzwXP http://t.co/KUdmWPugtq,,Sun Apr 26 00:02:21 +0000 2015,0,0,0,0,0,0,0,0
68,68,24,,Cincinnati area,Michael Cook,,0,truthmiracle,,592116468445130753,Ron Paul: Obama 'literally assassinated' Americans in airstrikes http://t.co/hmlE4YBpYg,Central Time (US & Canada),Sun Apr 26 00:02:21 +0000 2015,0,0,0,0,0,0,0,0
69,651,410,,Crestwood,Dj Coontz,,50688,DieselCoontz,,592116466243207170,RT @BarackObama: #ClimateChangeIsReal. So is President Obama's 3-point game. http://t.co/M27bxCqJSG,Atlantic Time (Canada),Sun Apr 26 00:02:21 +0000 2015,0,0,0,0,0,0,1,0
70,1976,1932,,"Tulsa, Oklahoma",Ian Cone,,10,conens46,,592116463781031936,"RT @jstines3: Obama renders CONSTITUTION VOID by illegal &amp; rogue Executive Orders!
 
#PJNET #RedMeat #MakeItRight #NoAmnesty 
http://t.co/0…",,Sun Apr 26 00:02:20 +0000 2015,0,0,0,0,0,0,0,0
71,13,37,,"ATHENS, GREECE",NIKOS GKIVISIS,,342,NICKGIVISSIS,,592116461226852353,RT @nytimes: Russian hackers read President Obama’s unclassified emails http://t.co/5NiYy6T70x http://t.co/aK52eTh81F,Athens,Sun Apr 26 00:02:20 +0000 2015,0,0,0,0,0,0,0,0
72,943,840,,"Brooklyn, NY",Monty McKeever,,0,montymckeever,,592116460824227840,@WhiteHouse Get secret money out of politics https://t.co/9c5jtdxHvH #getmoneyout,,Sun Apr 26 00:02:19 +0000 2015,0,0,0,0,0,0,0,0
73,12,120,,,Craig Riggins,,0,RigginsReport,,592116460396261376,How Ambition and Outrage over Obama Criticism Drove Michael Eric Dyson's Disproportionate Attack... http://t.co/9bDe92wq68,Eastern Time (US & Canada),Sun Apr 26 00:02:19 +0000 2015,0,0,0,0,0,0,0,0
74,813,810,,Isaiah 5:20 & Joshua 1:8-9,Jonathan,,0,ad_iudicium1776,,592116455698726912,Disturbed's Indestructible- American Military Tribute https://t.co/atv9w2G4ll &gt;&gt; SCREW off #Obama #HAMAS #ISIS #MuslimBrotherhood #AlQaeda,Hawaii,Sun Apr 26 00:02:18 +0000 2015,0,0,0,0,0,0,0,0
75,47,76,,,Tony Amador,,29,tonyamador11,,592116454952054784,RT @engadget: Russian hackers scooped up the President's unclassified email http://t.co/3ocx8kt3UI http://t.co/CmhWNBBaBi,,Sun Apr 26 00:02:18 +0000 2015,0,0,0,0,0,0,0,0
76,2073,977,,Ecuador,Victoria en CRISTO,,1,VictoriaGilad,,592116452179746816,"RT @jmkarg: Según el New York Times, algunos mails de Obama fueron interceptados por hackers rusos en 2014 http://t.co/SSM14amHNQ http://t.…",Quito,Sun Apr 26 00:02:17 +0000 2015,0,0,0,0,0,0,0,0
77,1268,1837,,,...,,25,staybclauren,,592116449503764480,RT @cabellotag: quiero dedicarle este rdma a mi mamá y a las chicas que son la razon por la que lo tenga hoy y quiero agradecerle a dios y …,Caracas,Sun Apr 26 00:02:17 +0000 2015,0,0,0,0,0,0,0,0
78,1959,2106,,,Nurse Ratched,,25,veggie64_leslie,,592116449013047296,"RT @MotherJones: Here's what you need to know about the trade deal dividing the left 
http://t.co/9DQOeaWNHx http://t.co/tub0YUHUio",,Sun Apr 26 00:02:17 +0000 2015,0,0,0,0,0,0,0,0
79,42,48,,"Richmond, VA",Kronoport.com,,0,Kronoportnews,,592116448564121600,Fresh on Kronoport Senator Cardin's Wife &amp; That Obama Phone Call http://t.co/23nxC1uMau,Atlantic Time (Canada),Sun Apr 26 00:02:16 +0000 2015,0,0,0,0,0,0,0,0
80,326,840,,Nick Van Exel ,Clarence Whorley,,0,ClarenceWhorley,,592116445800194049,"@HeadOColettuce @DeAnn_1 @agalia112 I don't find American's dead, Obama, Hillary blaming a video made by a citizen to hide a CIA op funny",Eastern Time (US & Canada),Sun Apr 26 00:02:16 +0000 2015,0,0,0,0,0,0,0,0
81,1984,2173,,NEW JERSEY,josephradomski,,0,pgh08831,,592116444558598144,Obama is that u i see in that white robe with the Rev Wright?????? https://t.co/D3Yn213Cbo,Pacific Time (US & Canada),Sun Apr 26 00:02:16 +0000 2015,0,0,0,0,0,0,0,0
82,4880,3698,,Global,Dr. Tim Kirk,,0,Khantimur,,592116437914918915,Russian hackers read Obama's unclassified emails last year: NYT http://t.co/5Jyx2qWQzC #Civil_Vision,,Sun Apr 26 00:02:14 +0000 2015,0,0,0,0,0,0,0,0
83,1168,1023,,"Lawton, Oklahoma",EricBrewton.com,,38,ebrew79,,592116437650526209,"RT @rolandsmartin: And since the media elite is in the room, Pres Obama should challenge them to devote the time &amp; resources to covering th…",Mountain Time (US & Canada),Sun Apr 26 00:02:14 +0000 2015,0,0,0,0,0,0,0,0
84,4880,3698,,Global,Dr. Tim Kirk,,0,Khantimur,,592116435717095424,Russian hackers read Obama's unclassified emails last year: NYT http://t.co/5Jyx2qWQzC #civil_vision,,Sun Apr 26 00:02:13 +0000 2015,0,0,0,0,0,0,0,0
85,155,412,,"Atlanta, GA",Melissa Kemp,,0,narcysus,,592116433968091136,The Ghosts of Obama's Victims: How Liberals' Attacks on Cornel West Expose Their Political Bank… http://t.co/YlJ0ppKd6k via @BenjaminNorton,Eastern Time (US & Canada),Sun Apr 26 00:02:13 +0000 2015,0,0,0,0,0,0,0,0
86,62,235,,Volta Redonda-RJ,Brener Pereira,,15,BrenerTP,,592116433091432448,"RT @folha: Russos acessam e-mail do presidente Obama, diz jornal. http://t.co/9SplCzNZVT",Mid-Atlantic,Sun Apr 26 00:02:13 +0000 2015,0,0,0,0,0,0,0,0
87,1039,682,,Oviedo - Asturias - España,SkyTools Drones,,0,sky_tools,,592116432932052992,"dronemaniac: RT  Glenn Greenwald        ✔ ggreenwald :
Pakistanis want to know: When Will Obama Apologize for Dron… http://t.co/AgfiSy8MVM",,Sun Apr 26 00:02:13 +0000 2015,0,0,0,0,0,0,0,0
88,219,119,,,Daniel Watts,,5,BamaDan78,,592116431963168769,"RT @SardinePundit: The crowd at the vomit-inducing White House Correspondents Dinner,can't wait to worship their clay-footed idol,Obama htt…",Central Time (US & Canada),Sun Apr 26 00:02:13 +0000 2015,0,0,0,0,0,0,0,0
89,40576,44332,,Pls #Follow Share & Debate ,Q&A: 114th Congress,,1,IamTheWindowMan,,592116431627628546,"RT @ClimateResolve: Why Obama’s Earth Day trip to the Florida Everglades was a shrewd move in the #climate debate, via @washingtonpost http…",Eastern Time (US & Canada),Sun Apr 26 00:02:12 +0000 2015,0,0,0,0,0,0,0,0
90,91,47,,New York ,Juan Perez,,809,Perez210Juan,,592116430239236097,"RT @BarackObama: ""We can’t surrender to the future—because we are meant to win the future."" —President Obama http://t.co/FT27suS88W #LeadOn…",,Sun Apr 26 00:02:12 +0000 2015,0,0,0,0,0,0,0,0
91,3771,1816,,San Francisco,meta,,1,metaquest,,592116425885556736,RT @marabout40: @stiNgo100 @metaquest why two years? They want to make sure it's not President Obama who closes it.,Pacific Time (US & Canada),Sun Apr 26 00:02:11 +0000 2015,0,0,0,0,0,0,0,0
92,712767,1706,,in that 1970 chevelle ss,Funk Flex !!!!!,,0,funkflex,,592116425390600192,(Photos) Russian Crook's Hack Obama's Email! - http://t.co/T1dLOTrrrq #IFWT,Eastern Time (US & Canada),Sun Apr 26 00:02:11 +0000 2015,0,0,0,0,0,0,0,0
93,5542,28,,Top Of The Best,IFWT,,0,InFlexWeTrust,,592116420281901056,(Photos) Russian Crook's Hack Obama's Email! - http://t.co/nrNYUEH4Uh #IFWT,Quito,Sun Apr 26 00:02:10 +0000 2015,0,0,0,0,0,0,0,0
94,340,2001,,"Ventura, California",Daniel James Lessley,,0,lessley_daniel,,592116418407075840,US President Barack Obama briefed on Nepal earthquake - The Economic Times http://t.co/D725VUMeyG #Nepal #NepalEarthquake,Pacific Time (US & Canada),Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
95,7365,6601,,,Bossy Mary Drott,,15,DrottM,,592116417572380672,"RT @2AFight: #Obama's own words about #debt... was $8T, now OVER $18T #tcot #tgdn #PJNET #ccot http://t.co/JztdnoVAjE",,Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
96,1136,1802,,"francophonies, compte certifié",JamesDarlays,,15,DarlaysJames,,592116417362812928,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",London,Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
97,439,1344,,"Albuquerque, NM",ABQ Satellite TV,,0,ABQSatellite,,592116417014714371,Sanjay Gupta on ‘Weed 3': Obama Is Pulling for Pot - http://t.co/GvPb1JCIgy #TV,,Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
98,5,0,,"Brisbane, Australia",Jon Whitty,,0,jon_whigty,,592116414778998784,"With only 2 of the worlds oil reserves, we cant just drill our way to lower gas prices, President Obama, 2012",,Sun Apr 26 00:02:08 +0000 2015,1,0,0,0,0,0,0,0
99,53,168,,,johanna PS,,87,theJoPis,,592116413520879616,RT @Reuters: Russian hackers read Obama's unclassified emails last year: NYT http://t.co/m8rq1Hvh2O,,Sun Apr 26 00:02:08 +0000 2015,0,0,0,0,0,0,0,0
100,23,73,,,jCf,,1,anJjJjels,,592116373784043521,"RT @Fribbitt: RT @TunaCharlie: 10 RINO Republicans cause Obama's dreams to come true with appointment of Loretta Lynch. #GOP says, ""Huh?"" (…",Eastern Time (US & Canada),Sun Apr 26 00:01:59 +0000 2015,0,0,0,0,0,0,0,0
101,27,322,,,JT,,0,WDCBOOMER,,592116372685062144,Elizabeth Warren Tells Obama To Put Up Or Shut Up On Trade http://t.co/HHC6QGhxHw via @HuffPostPol,,Sun Apr 26 00:01:58 +0000 2015,0,0,0,0,0,0,0,0
102,19212,14876,,,۵ ♥حسن کمال طاہر ♥ ۵,,0,hkTjee,,592116371317723136,"China News- Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/IQo1wS2SLX",Karachi,Sun Apr 26 00:01:58 +0000 2015,0,0,0,0,0,0,0,0
103,1326,1496,,"Greenwood, IN",Mike Briggs,,184,MikeBriggs32,,592116369220468736,"RT @hale_razor: Maybe if Obama's IRS reviewed Democrats as closely as it did conservatives it would've found Hillary's ""errors"" before Reut…",Atlantic Time (Canada),Sun Apr 26 00:01:58 +0000 2015,0,0,0,0,0,0,0,0
104,6285,6161,,My partner of 42 yrs @Paulx54 ,maggie ,,15,jungmuse,,592116368733970432,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",Central Time (US & Canada),Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
105,90,192,,,Annie M,,0,SaucyMoffit,,592116368536895488,@RNRWashington @MileHiLady52   Obama will only pardon her.,Eastern Time (US & Canada),Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
106,489,1321,,"Gardena, Ca",Al Guzman,,0,celestialwizard,,592116367773466625,"Malik Obama Says Barack is Dishonest, a Schemer &amp; Frank Marshall Davis May Be His Real Father http://t.co/6CQNIUPpGd",Pacific Time (US & Canada),Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
107,473,383,,,mirta lanzone,,1,mariposadefurgo,,592116365785493505,"RT @mavica7: Hackers rusos accedieron a emails de Obama

http://t.co/iCBxR8MyDR",,Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
108,109,175,,Leicester,Harry Tse,,50688,harri_tse,,592116364401336321,RT @BarackObama: #ClimateChangeIsReal. So is President Obama's 3-point game. http://t.co/M27bxCqJSG,,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,1,0
109,135,135,,"Lasgidi,calabar",Kendrick_nawa,,138,Pope_Ice,,592116364321628160,"RT @cnnbrk: Obama's motorcade arrives at #WHCD, met by waving, cheering crowd. Watch CNNgo http://t.co/nM0NMNkNCE",,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,0,0
110,1516,1989,,,@CTGJR,,0,CtgjrJr,,592116363377975297,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/OcoCLzwKSv",,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,0,0
111,85,134,,,she,,7,fandomheros,,592116361423261697,"RT @Nikkiqueen11: RT for a solo dm with Barack Obama! 🌟
Follow me so I can add you! 🌴",,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,0,0
112,1630,1425,,,Claude Rains,,0,QuitterC,,592116360496467968,"Usa, Nyt: hacker russi hanno letto e-mail di Obama - Si tratterebbe di corrispondenza non coperta da segreto http://t.co/jfRvcFiBvy",Rome,Sun Apr 26 00:01:55 +0000 2015,0,0,0,0,0,0,0,0
113,1334,746,,Brussels,ISO,,0,ISObserver,,592116356373413888,Russian hackers read Obama's unclassified emails last year: NYT http://t.co/203F809YMo,Brussels,Sun Apr 26 00:01:55 +0000 2015,0,0,0,0,0,0,0,0
114,20005,15629,,Badassistan,IPayMyJizyaWith.357,,1,SonofLiberty357,,592116355870035968,RT @EintheD1: Vice President Cheney was right about Barack HUSSEIN Obama from day one... https://t.co/fV9STPALha,Central Time (US & Canada),Sun Apr 26 00:01:54 +0000 2015,0,0,0,0,0,0,0,0
115,407,535,,México ,Karla ,,6,KarlaaEscobaar_,,592116355375075328,RT @biebsuschrist: if nash grier gets a picture with obama im gonna kill myself,Monterrey,Sun Apr 26 00:01:54 +0000 2015,0,0,0,0,0,0,0,0
116,53321,48263,,"VA/Washington, DC",debra cincioni,,0,MomsofAmerica,,592116354150473729,"via @Techmeme Russian Hackers Read Obama's Unclassified Emails, Officials Say (New York Times) http://t.co/UT8THIHsC7",Eastern Time (US & Canada),Sun Apr 26 00:01:54 +0000 2015,0,0,0,0,0,0,0,0
117,146,504,,,not an apology,,0,jaureguishtxp,,592116352032247809,@sudeeee_74 when will your idiot of an idol perform for The First Lady and Obama? Two times in a row?,Eastern Time (US & Canada),Sun Apr 26 00:01:53 +0000 2015,0,0,0,0,0,0,0,0
118,2648,2271,,,The Head Jerk,,0,TheHeadJerk,,592116349599494144,"It's Saturday,  Day 715 of The Obama #IRS Scandal. I wonder how Lois Lerner likes being in jail.

Oh wait I forgot, the @gop let her off.",Pacific Time (US & Canada),Sun Apr 26 00:01:53 +0000 2015,0,0,0,0,0,0,0,0
119,128,79,,"Mangalore / Manipal, India",Anushka S,,0,anuSHka1s,,592116349251510272,"Russian Hackers Read Obama's Unclassified Emails, Officials Say (New York Times) http://t.co/fxEzoZiJIR",Mumbai,Sun Apr 26 00:01:53 +0000 2015,0,0,0,0,0,0,0,0
120,312,855,,"Wellington, nz",8,,8,knersis,,592116348605452288,"RT @LI_politico: ""The TPP is little more than enhanced corporation power branded as free trade."" - The New York Times
http://t.co/pMDFRMdcM7",Auckland,Sun Apr 26 00:01:53 +0000 2015,0,1,0,0,0,0,0,0
121,1517,2000,,"South Jersey, NJ",Ceezar-P,,138,CeezP,,592116339701055489,"RT @cnnbrk: Obama's motorcade arrives at #WHCD, met by waving, cheering crowd. Watch CNNgo http://t.co/nM0NMNkNCE",Eastern Time (US & Canada),Sun Apr 26 00:01:51 +0000 2015,0,0,0,0,0,0,0,0
122,554,972,,,Carl David Greiner,,7,CarlGreiner,,592116339419979776,"RT @2AFight: Vader reads #Obama ""How to destroy the world"" #tcot #tgdn #PJNET #SGP #RedNationRising #teaparty #ccot #LNYHBT http://t.co/20F…",,Sun Apr 26 00:01:50 +0000 2015,0,0,0,0,0,0,0,0
123,877,1537,,"VB, Va -Hail from Edgefield SC",Mike USC GameCock,,1,UscYr72,,592116332235128832,RT @RightWingArt: IMAGE: Obama - Failed http://t.co/nVAn3cSvNJ #nobama #fail #resist44 #dictator #treason,,Sun Apr 26 00:01:49 +0000 2015,0,0,0,0,0,0,0,0
124,1641,2002,,"Victoria, Tx.",simcha aliyah,,1,simchaaliyah,,592116332121862144,"RT @SusanKnowles: Russian Hackers Read Obama's Unclassified Emails, Officials Say http://t.co/cy1JmUI2KD #NowTheyKnowHisGolfSchedule",,Sun Apr 26 00:01:49 +0000 2015,0,0,0,0,0,0,0,0
125,556,874,,The Resistance,Lord Helmet,,71,justthetruth049,,592116329123074049,RT @trutherbot: Obama has brought more prosecutions against whistleblowers under the Espionage Act than all previous presidents combined.,,Sun Apr 26 00:01:48 +0000 2015,0,0,0,0,0,0,0,0
126,335,1327,,,Samme,,0,Aerkchai,,592116328359682048,"Obama's comedy, Hollywood stargazing to be top draw at White House Correspondents' Dinner http://t.co/pRamnLBdY7",,Sun Apr 26 00:01:48 +0000 2015,0,0,0,0,0,0,0,0
127,567,514,,,MAY 13 ‼️✨,,0,og_niaa,,592116326954627072,When Obama listens to earned it by The Weekend😂😂😂😂 #Obamacareforyouyouyouyou (Vine by @reemteam23) https://t.co/90WpuP0gUS,Mountain Time (US & Canada),Sun Apr 26 00:01:47 +0000 2015,0,0,0,0,0,0,0,0
128,78,25,,"ボストン (Boston, MA)",アラン (時々アランさん),,0,KKXG,,592116326371581954,"@JebBush At the same time, Obama is laughing it up at a WH corresponnce dinner, silencing the US Press. Unbelievable. @rupertmurdoch @wsj",Eastern Time (US & Canada),Sun Apr 26 00:01:47 +0000 2015,0,0,0,0,0,0,0,0
129,948,824,,,JHONNY MULLER,,0,JHONNYRELLUM,,592116325708730368,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/RYsYokhVS6",Alaska,Sun Apr 26 00:01:47 +0000 2015,0,0,0,0,0,0,0,0
130,199,200,,Washington DC,Iam_maze,,0,skish04,,592116319866224641,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/V0YpuK3h78",,Sun Apr 26 00:01:46 +0000 2015,0,0,0,0,0,0,0,0
131,50,324,,Northern California,Eugenia Taylor,,0,Wildflower1016,,592116318779809792,@CNNVote OBAMA,Pacific Time (US & Canada),Sun Apr 26 00:01:46 +0000 2015,0,0,0,0,0,0,0,0
